time in s, LocalHeadX, LocalHeadY, LocalHeadZ,LocalHeadEulerX, LocalHeadEulerY, LocalHeadEulerZ, ControllerX, ControllerY, ControllerZ,ControllerEulerX, ControllerEulerY, ControllerEulerZ,PointerHead1X,PointerHead1Y,PointerHead1Z,PointerHand1X,PointerHand1Y,PointerHand1Z,RemoteHeadX, RemoteHeadY, RemoteHeadZ,RemoteHeadEulerX, RemoteHeadEulerY, RemoteHeadEulerZ, RemoteControllerX, RemoteontrollerY, RemoteControllerZ,ControllerEulerX, RemoteControllerEulerY, RemoteControllerEulerZ,PointerHead2X,PointerHead2Y,PointerHead2Z,PointerHand2X,PointerHand2Y,PointerHand2Z,PointerHeadTilt1X,PointerHeadTilt1Y,PointerHeadTilt1Z,PointerHeadTilt2X,PointerHeadTilt2Y,PointerHeadTilt2Z
17.739,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.745,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.752,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.759,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.765,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.772,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.778,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.785,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.792,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.798,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.805,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.811,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.818,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.825,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.831,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.837,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.845,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.851,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.858,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.864,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.871,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.877,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.883,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.889,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.895,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.901,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.913,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.919,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.926,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.933,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.939,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.945,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.951,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.957,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.963,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.969,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.975,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.981,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.987,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
17.993,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.006,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.018,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.025,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.031,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.037,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.043,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.049,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.055,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.061,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.068,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.074,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.080,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.086,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.092,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.098,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.105,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.111,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.117,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.124,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.131,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.138,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.144,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.151,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.158,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.164,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.171,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.178,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.185,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.191,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.198,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.205,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.211,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.217,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.224,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.231,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.237,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.244,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.250,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.256,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.262,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.275,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.281,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.287,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.294,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.301,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.308,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.314,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.321,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.327,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
18.334,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.480, -0.468,49.741, 332.353, 2.688,0.333, 0.985, -0.266,22.242, 325.286, 347.184,0.062, 0.817, 0.030,0.150, 0.854, -0.002,null,null,null,0.224, 0.854, -0.257
