time in s, LocalHeadX, LocalHeadY, LocalHeadZ,LocalHeadEulerX, LocalHeadEulerY, LocalHeadEulerZ, ControllerX, ControllerY, ControllerZ,ControllerEulerX, ControllerEulerY, ControllerEulerZ,PointerHead1X,PointerHead1Y,PointerHead1Z,PointerHand1X,PointerHand1Y,PointerHand1Z,RemoteHeadX, RemoteHeadY, RemoteHeadZ,RemoteHeadEulerX, RemoteHeadEulerY, RemoteHeadEulerZ, RemoteControllerX, RemoteontrollerY, RemoteControllerZ,ControllerEulerX, RemoteControllerEulerY, RemoteControllerEulerZ,PointerHead2X,PointerHead2Y,PointerHead2Z,PointerHand2X,PointerHand2Y,PointerHand2Z,PointerHeadTilt1X,PointerHeadTilt1Y,PointerHeadTilt1Z,PointerHeadTilt2X,PointerHeadTilt2Y,PointerHeadTilt2Z
2.679,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.285, 1.482, -1.043,49.342, 326.113, 356.929,0.319, 0.983, -0.869,17.240, 308.738, 330.991,-0.025, 0.835, -0.581,-0.036, 0.841, -0.583,null,null,null,0.131, 0.814, -0.838
2.687,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.286, 1.482, -1.051,49.342, 326.113, 356.929,0.320, 0.983, -0.877,17.240, 308.738, 330.991,-0.023, 0.837, -0.591,-0.035, 0.841, -0.592,null,null,null,0.131, 0.809, -0.845
2.690,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.482, -1.060,49.342, 326.113, 356.929,0.321, 0.983, -0.886,17.240, 308.738, 330.991,-0.023, 0.836, -0.599,-0.038, 0.840, -0.598,null,null,null,0.132, 0.810, -0.854
2.697,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.482, -1.060,49.342, 326.113, 356.929,0.321, 0.983, -0.886,17.240, 308.738, 330.991,-0.023, 0.836, -0.599,-0.038, 0.840, -0.598,null,null,null,0.132, 0.810, -0.854
2.704,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.482, -1.060,49.342, 326.113, 356.929,0.321, 0.983, -0.886,17.240, 308.738, 330.991,-0.023, 0.836, -0.599,-0.038, 0.840, -0.598,null,null,null,0.132, 0.810, -0.854
2.711,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.482, -1.060,49.342, 326.113, 356.929,0.321, 0.983, -0.886,17.240, 308.738, 330.991,-0.023, 0.836, -0.599,-0.038, 0.840, -0.598,null,null,null,0.132, 0.810, -0.854
2.718,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.482, -1.060,49.342, 326.113, 356.929,0.321, 0.983, -0.886,17.240, 308.738, 330.991,-0.023, 0.836, -0.599,-0.038, 0.840, -0.598,null,null,null,0.132, 0.810, -0.854
2.725,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.483, -1.056,48.984, 326.485, 357.198,0.321, 0.984, -0.882,17.155, 308.501, 331.252,-0.023, 0.837, -0.587,-0.039, 0.842, -0.596,null,null,null,0.131, 0.810, -0.842
2.729,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.288, 1.483, -1.052,48.797, 326.817, 357.180,0.321, 0.985, -0.877,16.624, 309.157, 330.864,-0.025, 0.831, -0.574,-0.045, 0.844, -0.579,null,null,null,0.132, 0.815, -0.836
2.735,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.288, 1.484, -1.047,48.792, 326.941, 357.177,0.321, 0.985, -0.873,16.663, 308.891, 330.917,-0.025, 0.828, -0.566,-0.046, 0.844, -0.577,null,null,null,0.133, 0.818, -0.832
2.742,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.484, -1.044,48.792, 326.941, 357.177,0.320, 0.985, -0.870,16.663, 308.891, 330.917,-0.026, 0.827, -0.562,-0.048, 0.844, -0.573,null,null,null,0.133, 0.820, -0.829
2.749,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.484, -1.041,48.792, 326.941, 357.177,0.320, 0.985, -0.867,16.663, 308.891, 330.917,-0.027, 0.826, -0.558,-0.049, 0.843, -0.569,null,null,null,0.133, 0.822, -0.826
2.756,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.286, 1.484, -1.037,48.792, 326.941, 357.177,0.319, 0.985, -0.863,16.663, 308.891, 330.917,-0.028, 0.826, -0.555,-0.051, 0.843, -0.565,null,null,null,0.133, 0.824, -0.824
2.764,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.285, 1.484, -1.034,48.792, 326.941, 357.177,0.319, 0.985, -0.860,16.663, 308.891, 330.917,-0.029, 0.825, -0.551,-0.054, 0.842, -0.559,null,null,null,0.133, 0.826, -0.821
2.770,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.285, 1.484, -1.031,48.792, 326.941, 357.177,0.318, 0.985, -0.857,16.663, 308.891, 330.917,-0.031, 0.824, -0.547,-0.057, 0.841, -0.554,null,null,null,0.132, 0.828, -0.818
2.777,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.284, 1.484, -1.027,48.792, 326.941, 357.177,0.317, 0.985, -0.853,16.663, 308.891, 330.917,-0.031, 0.824, -0.543,-0.060, 0.840, -0.549,null,null,null,0.132, 0.829, -0.815
2.784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.283, 1.484, -1.024,48.792, 326.941, 357.177,0.317, 0.985, -0.850,16.663, 308.891, 330.917,-0.032, 0.823, -0.540,-0.061, 0.840, -0.545,null,null,null,0.132, 0.830, -0.812
2.791,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.283, 1.484, -1.024,48.792, 326.941, 357.177,0.317, 0.985, -0.850,16.663, 308.891, 330.917,-0.032, 0.823, -0.540,-0.061, 0.840, -0.545,null,null,null,0.132, 0.830, -0.812
2.797,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.283, 1.484, -1.024,48.792, 326.941, 357.177,0.317, 0.985, -0.850,16.663, 308.891, 330.917,-0.032, 0.823, -0.540,-0.061, 0.840, -0.545,null,null,null,0.132, 0.830, -0.812
2.804,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.283, 1.484, -1.024,48.792, 326.941, 357.177,0.317, 0.985, -0.850,16.663, 308.891, 330.917,-0.032, 0.823, -0.540,-0.061, 0.840, -0.545,null,null,null,0.132, 0.830, -0.812
2.810,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.283, 1.484, -1.024,48.792, 326.941, 357.177,0.317, 0.985, -0.850,16.663, 308.891, 330.917,-0.032, 0.823, -0.540,-0.061, 0.840, -0.545,null,null,null,0.132, 0.830, -0.812
2.817,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.283, 1.484, -1.024,48.792, 326.941, 357.177,0.317, 0.985, -0.850,16.663, 308.891, 330.917,-0.032, 0.823, -0.540,-0.061, 0.840, -0.545,null,null,null,0.132, 0.830, -0.812
2.824,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.283, 1.484, -1.024,48.792, 326.941, 357.177,0.317, 0.985, -0.850,16.663, 308.891, 330.917,-0.032, 0.823, -0.540,-0.061, 0.840, -0.545,null,null,null,0.132, 0.830, -0.812
2.832,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.283, 1.484, -1.024,48.792, 326.941, 357.177,0.317, 0.985, -0.850,16.663, 308.891, 330.917,-0.032, 0.823, -0.540,-0.061, 0.840, -0.545,null,null,null,0.132, 0.830, -0.812
2.839,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.282, 1.483, -0.997,48.888, 326.912, 357.068,0.315, 0.985, -0.822,16.740, 308.774, 331.770,-0.033, 0.822, -0.513,-0.121, 0.817, -0.472,null,null,null,0.125, 0.803, -0.778
2.846,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.281, 1.483, -0.969,49.138, 326.821, 356.885,0.314, 0.985, -0.795,16.663, 309.005, 331.314,-0.032, 0.822, -0.491,-0.108, 0.822, -0.452,null,null,null,0.124, 0.801, -0.755
2.852,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.279, 1.482, -0.941,49.256, 326.723, 356.815,0.313, 0.985, -0.766,16.780, 309.089, 330.965,-0.033, 0.821, -0.465,-0.101, 0.824, -0.430,null,null,null,0.121, 0.790, -0.726
2.858,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.277, 1.482, -0.914,49.256, 326.723, 356.815,0.311, 0.985, -0.740,16.780, 309.089, 330.965,-0.051, 0.787, -0.414,-0.094, 0.827, -0.410,null,null,null,0.121, 0.797, -0.701
2.865,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.275, 1.482, -0.888,49.256, 326.723, 356.815,0.309, 0.985, -0.713,16.780, 309.089, 330.965,-0.049, 0.796, -0.393,-0.085, 0.832, -0.393,null,null,null,0.113, 0.769, -0.666
2.872,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.273, 1.482, -0.861,49.256, 326.723, 356.815,0.307, 0.985, -0.686,16.780, 309.089, 330.965,-0.051, 0.797, -0.367,-0.087, 0.832, -0.366,null,null,null,0.108, 0.757, -0.635
2.878,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.271, 1.482, -0.834,49.256, 326.723, 356.815,0.305, 0.985, -0.659,16.780, 309.089, 330.965,-0.061, 0.780, -0.328,-0.148, 0.809, -0.292,null,null,null,0.109, 0.773, -0.614
2.885,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.269, 1.482, -0.807,49.256, 326.723, 356.815,0.303, 0.985, -0.633,16.780, 309.089, 330.965,-0.068, 0.769, -0.294,-0.163, 0.804, -0.254,null,null,null,0.107, 0.771, -0.586
2.893,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.267, 1.482, -0.781,49.256, 326.723, 356.815,0.301, 0.985, -0.606,16.780, 309.089, 330.965,-0.077, 0.755, -0.257,-0.198, 0.791, -0.201,null,null,null,0.104, 0.768, -0.558
2.900,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.265, 1.482, -0.754,49.256, 326.723, 356.815,0.299, 0.985, -0.579,16.780, 309.089, 330.965,-0.077, 0.758, -0.232,-0.247, 0.773, -0.135,null,null,null,0.103, 0.770, -0.532
2.906,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.265, 1.482, -0.754,49.256, 326.723, 356.815,0.299, 0.985, -0.579,16.780, 309.089, 330.965,-0.077, 0.758, -0.232,-0.247, 0.773, -0.135,null,null,null,0.103, 0.770, -0.532
2.913,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.269, 1.482, -0.729,49.409, 326.864, 356.687,0.303, 0.984, -0.554,16.783, 309.380, 331.540,-0.067, 0.765, -0.214,-0.220, 0.781, -0.125,null,null,null,0.104, 0.753, -0.504
2.920,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.272, 1.481, -0.703,49.658, 327.046, 356.612,0.306, 0.984, -0.529,16.767, 309.534, 331.212,-0.056, 0.770, -0.197,-0.165, 0.800, -0.139,null,null,null,0.109, 0.744, -0.480
2.926,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.275, 1.481, -0.679,49.658, 327.046, 356.612,0.309, 0.984, -0.504,16.767, 309.534, 331.212,-0.048, 0.781, -0.179,-0.132, 0.812, -0.140,null,null,null,0.116, 0.763, -0.462
2.933,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.278, 1.481, -0.654,49.658, 327.046, 356.612,0.312, 0.984, -0.480,16.767, 309.534, 331.212,-0.040, 0.792, -0.163,-0.117, 0.817, -0.126,null,null,null,0.125, 0.791, -0.445
2.940,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.281, 1.481, -0.630,49.658, 327.046, 356.612,0.315, 0.984, -0.455,16.767, 309.534, 331.212,-0.034, 0.800, -0.144,-0.101, 0.822, -0.112,null,null,null,0.132, 0.808, -0.426
2.947,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.284, 1.481, -0.605,49.658, 327.046, 356.612,0.318, 0.984, -0.431,16.767, 309.534, 331.212,-0.026, 0.811, -0.128,-0.081, 0.829, -0.102,null,null,null,0.137, 0.820, -0.405
2.953,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.287, 1.481, -0.581,49.658, 327.046, 356.612,0.321, 0.984, -0.407,16.767, 309.534, 331.212,-0.025, 0.807, -0.100,-0.071, 0.831, -0.083,null,null,null,0.140, 0.818, -0.380
2.957,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.290, 1.481, -0.556,49.658, 327.046, 356.612,0.324, 0.984, -0.382,16.767, 309.534, 331.212,-0.025, 0.800, -0.071,-0.065, 0.832, -0.061,null,null,null,0.141, 0.812, -0.354
2.965,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.293, 1.481, -0.532,49.658, 327.046, 356.612,0.327, 0.984, -0.358,16.767, 309.534, 331.212,-0.022, 0.800, -0.047,-0.066, 0.831, -0.034,null,null,null,0.147, 0.825, -0.334
2.971,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.295, 1.481, -0.507,49.658, 327.046, 356.612,0.330, 0.984, -0.333,16.767, 309.534, 331.212,-0.017, 0.806, -0.026,-0.070, 0.828, -0.003,null,null,null,0.153, 0.838, -0.313
2.978,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.295, 1.481, -0.507,49.658, 327.046, 356.612,0.330, 0.984, -0.333,16.767, 309.534, 331.212,-0.017, 0.806, -0.026,-0.070, 0.828, -0.003,null,null,null,0.153, 0.838, -0.313
2.985,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.295, 1.481, -0.507,49.658, 327.046, 356.612,0.330, 0.984, -0.333,16.767, 309.534, 331.212,-0.017, 0.806, -0.026,-0.070, 0.828, -0.003,null,null,null,0.153, 0.838, -0.313
2.992,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.295, 1.481, -0.507,49.658, 327.046, 356.612,0.330, 0.984, -0.333,16.767, 309.534, 331.212,-0.017, 0.806, -0.026,-0.070, 0.828, -0.003,null,null,null,0.153, 0.838, -0.313
2.995,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.295, 1.481, -0.507,49.658, 327.046, 356.612,0.330, 0.984, -0.333,16.767, 309.534, 331.212,-0.017, 0.806, -0.026,-0.070, 0.828, -0.003,null,null,null,0.153, 0.838, -0.313
3.002,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.295, 1.481, -0.507,49.658, 327.046, 356.612,0.330, 0.984, -0.333,16.767, 309.534, 331.212,-0.017, 0.806, -0.026,-0.070, 0.828, -0.003,null,null,null,0.153, 0.838, -0.313
3.006,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.299, 1.480, -0.501,49.921, 327.416, 356.619,0.333, 0.984, -0.329,16.791, 309.445, 331.138,-0.007, 0.805, -0.023,-0.068, 0.827, 0.001,null,null,null,0.160, 0.838, -0.310
3.013,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.302, 1.479, -0.496,50.230, 327.600, 356.559,0.336, 0.984, -0.325,16.881, 309.425, 331.436,0.000, 0.803, -0.020,-0.066, 0.826, 0.006,null,null,null,0.166, 0.836, -0.309
3.019,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.304, 1.479, -0.491,50.230, 327.600, 356.559,0.339, 0.984, -0.320,16.881, 309.425, 331.436,0.003, 0.804, -0.017,-0.063, 0.826, 0.010,null,null,null,0.169, 0.837, -0.305
3.026,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.307, 1.479, -0.487,50.230, 327.600, 356.559,0.342, 0.984, -0.316,16.881, 309.425, 331.436,0.007, 0.806, -0.014,-0.056, 0.827, 0.012,null,null,null,0.173, 0.841, -0.301
3.033,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.310, 1.479, -0.482,50.230, 327.600, 356.559,0.345, 0.984, -0.311,16.881, 309.425, 331.436,0.010, 0.807, -0.010,-0.046, 0.830, 0.010,null,null,null,0.177, 0.844, -0.298
3.040,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.313, 1.479, -0.478,50.230, 327.600, 356.559,0.348, 0.984, -0.307,16.881, 309.425, 331.436,0.014, 0.808, -0.006,-0.038, 0.832, 0.011,null,null,null,0.180, 0.845, -0.293
3.046,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.316, 1.479, -0.473,50.230, 327.600, 356.559,0.351, 0.984, -0.302,16.881, 309.425, 331.436,0.017, 0.809, -0.003,-0.029, 0.835, 0.010,null,null,null,0.183, 0.845, -0.289
3.053,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.319, 1.479, -0.469,50.230, 327.600, 356.559,0.354, 0.984, -0.298,16.881, 309.425, 331.436,0.021, 0.810, 0.001,-0.024, 0.836, 0.013,null,null,null,0.186, 0.846, -0.285
3.060,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.479, -0.464,50.230, 327.600, 356.559,0.357, 0.984, -0.293,16.881, 309.425, 331.436,0.024, 0.811, 0.005,-0.020, 0.836, 0.017,null,null,null,0.189, 0.847, -0.281
3.066,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.325, 1.479, -0.460,50.230, 327.600, 356.559,0.360, 0.984, -0.289,16.881, 309.425, 331.436,0.027, 0.811, 0.009,-0.019, 0.835, 0.022,null,null,null,0.192, 0.848, -0.276
3.073,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.325, 1.479, -0.460,50.230, 327.600, 356.559,0.360, 0.984, -0.289,16.881, 309.425, 331.436,0.027, 0.811, 0.009,-0.019, 0.835, 0.022,null,null,null,0.192, 0.848, -0.276
3.081,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.325, 1.479, -0.460,50.230, 327.600, 356.559,0.360, 0.984, -0.289,16.881, 309.425, 331.436,0.027, 0.811, 0.009,-0.019, 0.835, 0.022,null,null,null,0.192, 0.848, -0.276
3.088,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.325, 1.479, -0.460,50.230, 327.600, 356.559,0.360, 0.984, -0.289,16.881, 309.425, 331.436,0.027, 0.811, 0.009,-0.019, 0.835, 0.022,null,null,null,0.192, 0.848, -0.276
3.095,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.325, 1.479, -0.460,50.230, 327.600, 356.559,0.360, 0.984, -0.289,16.881, 309.425, 331.436,0.027, 0.811, 0.009,-0.019, 0.835, 0.022,null,null,null,0.192, 0.848, -0.276
3.102,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.325, 1.479, -0.460,50.230, 327.600, 356.559,0.360, 0.984, -0.289,16.881, 309.425, 331.436,0.027, 0.811, 0.009,-0.019, 0.835, 0.022,null,null,null,0.192, 0.848, -0.276
3.109,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.324, 1.478, -0.459,50.786, 327.606, 356.622,0.360, 0.984, -0.289,16.796, 309.333, 331.473,0.032, 0.809, 0.002,-0.019, 0.836, 0.022,null,null,null,0.196, 0.843, -0.282
3.117,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.324, 1.477, -0.457,51.153, 327.442, 356.669,0.360, 0.983, -0.290,16.909, 309.038, 330.945,0.035, 0.812, -0.006,-0.018, 0.835, 0.017,null,null,null,0.198, 0.840, -0.286
3.123,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.323, 1.475, -0.457,51.545, 327.117, 356.509,0.360, 0.982, -0.291,17.081, 308.932, 331.279,0.039, 0.816, -0.018,-0.017, 0.833, 0.014,null,null,null,0.199, 0.838, -0.292
3.130,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.323, 1.475, -0.457,51.545, 327.117, 356.509,0.360, 0.982, -0.290,17.081, 308.932, 331.279,0.039, 0.816, -0.018,-0.017, 0.833, 0.014,null,null,null,0.199, 0.838, -0.292
3.137,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.323, 1.475, -0.457,51.545, 327.117, 356.509,0.360, 0.982, -0.290,17.081, 308.932, 331.279,0.039, 0.816, -0.017,-0.017, 0.833, 0.014,null,null,null,0.199, 0.838, -0.292
3.144,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.323, 1.475, -0.457,51.545, 327.117, 356.509,0.360, 0.982, -0.290,17.081, 308.932, 331.279,0.039, 0.816, -0.017,-0.017, 0.833, 0.014,null,null,null,0.199, 0.838, -0.292
3.151,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.323, 1.475, -0.457,51.545, 327.117, 356.509,0.360, 0.982, -0.290,17.081, 308.932, 331.279,0.039, 0.816, -0.017,-0.017, 0.833, 0.014,null,null,null,0.199, 0.838, -0.292
3.158,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.323, 1.475, -0.457,51.545, 327.117, 356.509,0.360, 0.982, -0.290,17.081, 308.932, 331.279,0.039, 0.816, -0.017,-0.017, 0.833, 0.014,null,null,null,0.199, 0.838, -0.292
3.165,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.323, 1.475, -0.457,51.545, 327.117, 356.509,0.360, 0.982, -0.290,17.081, 308.932, 331.279,0.039, 0.816, -0.017,-0.017, 0.833, 0.014,null,null,null,0.199, 0.838, -0.292
3.169,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.323, 1.475, -0.457,51.545, 327.117, 356.509,0.360, 0.982, -0.290,17.081, 308.932, 331.279,0.039, 0.816, -0.017,-0.016, 0.833, 0.014,null,null,null,0.200, 0.838, -0.292
3.176,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.323, 1.475, -0.457,51.545, 327.117, 356.509,0.360, 0.982, -0.290,17.081, 308.932, 331.279,0.039, 0.816, -0.017,-0.016, 0.833, 0.014,null,null,null,0.200, 0.838, -0.292
3.183,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.323, 1.475, -0.457,51.545, 327.117, 356.509,0.360, 0.982, -0.290,17.081, 308.932, 331.279,0.039, 0.816, -0.017,-0.016, 0.833, 0.014,null,null,null,0.200, 0.838, -0.292
3.189,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.323, 1.475, -0.457,51.545, 327.117, 356.509,0.360, 0.982, -0.290,17.081, 308.932, 331.279,0.039, 0.816, -0.017,-0.016, 0.833, 0.014,null,null,null,0.200, 0.838, -0.292
3.196,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.323, 1.475, -0.457,51.545, 327.117, 356.509,0.360, 0.982, -0.290,17.081, 308.932, 331.279,0.039, 0.816, -0.017,-0.016, 0.833, 0.014,null,null,null,0.200, 0.838, -0.292
3.203,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.323, 1.475, -0.457,51.545, 327.117, 356.509,0.360, 0.982, -0.290,17.081, 308.932, 331.279,0.039, 0.816, -0.017,-0.016, 0.833, 0.014,null,null,null,0.200, 0.838, -0.292
3.210,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.323, 1.475, -0.457,51.545, 327.117, 356.509,0.360, 0.982, -0.290,17.081, 308.932, 331.279,0.039, 0.816, -0.017,-0.016, 0.833, 0.014,null,null,null,0.200, 0.838, -0.292
3.216,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.322, 1.473, -0.456,52.108, 326.483, 356.362,0.360, 0.981, -0.291,17.378, 309.000, 331.376,0.044, 0.826, -0.036,-0.014, 0.830, 0.013,null,null,null,0.202, 0.839, -0.302
3.223,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.320, 1.471, -0.456,52.921, 325.713, 356.147,0.360, 0.981, -0.291,17.450, 308.812, 331.092,0.047, 0.830, -0.056,-0.014, 0.830, 0.010,null,null,null,0.205, 0.841, -0.316
3.231,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.320, 1.471, -0.456,52.921, 325.713, 356.147,0.360, 0.981, -0.291,17.450, 308.812, 331.092,0.047, 0.830, -0.056,-0.014, 0.830, 0.010,null,null,null,0.205, 0.841, -0.316
3.238,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.320, 1.471, -0.456,52.921, 325.713, 356.147,0.360, 0.981, -0.291,17.450, 308.812, 331.092,0.047, 0.830, -0.056,-0.014, 0.830, 0.010,null,null,null,0.205, 0.841, -0.316
3.245,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.320, 1.471, -0.456,52.921, 325.713, 356.147,0.360, 0.981, -0.291,17.450, 308.812, 331.092,0.047, 0.830, -0.056,-0.014, 0.830, 0.010,null,null,null,0.205, 0.841, -0.316
3.252,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.320, 1.471, -0.456,52.921, 325.713, 356.147,0.360, 0.981, -0.291,17.450, 308.812, 331.092,0.047, 0.830, -0.056,-0.014, 0.830, 0.010,null,null,null,0.205, 0.841, -0.316
3.259,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.320, 1.471, -0.456,52.921, 325.713, 356.147,0.360, 0.981, -0.291,17.450, 308.812, 331.092,0.047, 0.830, -0.056,-0.014, 0.830, 0.010,null,null,null,0.205, 0.841, -0.316
3.267,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.320, 1.471, -0.456,52.921, 325.713, 356.147,0.360, 0.981, -0.291,17.450, 308.812, 331.092,0.047, 0.830, -0.056,-0.014, 0.830, 0.010,null,null,null,0.205, 0.841, -0.316
3.274,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.320, 1.471, -0.456,52.921, 325.713, 356.147,0.360, 0.981, -0.291,17.450, 308.812, 331.092,0.047, 0.830, -0.056,-0.014, 0.830, 0.010,null,null,null,0.205, 0.841, -0.316
3.281,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.320, 1.471, -0.456,52.921, 325.713, 356.147,0.360, 0.981, -0.291,17.450, 308.812, 331.092,0.047, 0.830, -0.056,-0.014, 0.830, 0.010,null,null,null,0.205, 0.841, -0.316
3.287,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.320, 1.471, -0.456,52.921, 325.713, 356.147,0.360, 0.981, -0.291,17.450, 308.812, 331.092,0.047, 0.830, -0.056,-0.014, 0.830, 0.010,null,null,null,0.205, 0.841, -0.316
3.294,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.320, 1.471, -0.456,52.921, 325.713, 356.147,0.360, 0.981, -0.291,17.450, 308.812, 331.092,0.047, 0.830, -0.056,-0.014, 0.830, 0.010,null,null,null,0.205, 0.841, -0.316
